"","Value","S","K","tau","r","BS"
"435",255.125,1353.43,1125,0.312328767123288,0.012,"Under"
"436",135,1455.9,1350,0.161643835616438,0.0111,"Under"
"437",92,1411.71,1350,0.104109589041096,0.0115,"Under"
"438",105.5,1379.19,1300,0.123287671232877,0.0118,"Under"
"439",103.25,1441.72,1375,0.183561643835616,0.0112,"Under"
"440",437.125,1520.77,1100,0.29041095890411,0.0108,"Under"
"441",219.625,1411.71,1200,0.104109589041096,0.0115,"Under"
"442",74.5,1428.32,1450,0.36986301369863,0.0115,"Under"
"443",485.875,1520.77,1050,0.29041095890411,0.0108,"Under"
"444",138.375,1465.15,1400,0.424657534246575,0.0111,"Under"
"445",1.25,1365.98,1550,0.0986301369863014,0.012,"Over"
"446",146.5,1406.95,1325,0.328767123287671,0.0116,"Under"
"447",101,1387.02,1300,0.106849315068493,0.0118,"Under"
"448",95,1449.68,1375,0.101369863013699,0.0112,"Under"
"449",272.5,1395.78,1200,0.646575342465753,0.0117,"Under"
"450",40,1436.51,1475,0.213698630136986,0.0114,"Over"
"451",81,1469.44,1450,0.26027397260274,0.0111,"Under"
"452",18,1486,1600,0.243835616438356,0.011,"Over"
"453",139,1400.72,1300,0.320547945205479,0.0117,"Under"
"454",84,1407.81,1425,0.350684931506849,0.0116,"Under"
"455",391,1329.78,950,0.178082191780822,0.0123,"Under"
"456",23,1479.85,1500,0.0849315068493151,0.0111,"Over"
"457",361.125,1484.43,1200,0.835616438356164,0.0111,"Under"
"458",440,1356.56,925,0.175342465753425,0.012,"Under"
"459",65,1424.37,1600,0.865753424657534,0.0114,"Under"
"460",11.75,1489.26,1550,0.10958904109589,0.0111,"Over"
"461",55,1438.1,1650,0.873972602739726,0.0115,"Under"
"462",454.25,1434.54,1025,0.657534246575342,0.0114,"Under"
"463",420.375,1401.44,1025,0.665753424657534,0.0116,"Under"
"464",36.5,1494.5,1500,0.117808219178082,0.011,"Over"
"465",18,1444.51,1485,0.0904109589041096,0.0114,"Over"
"466",11.875,1434.32,1550,0.2,0.0114,"Over"
"467",33,1479.13,1550,0.238356164383562,0.011,"Over"
"468",464.375,1505.97,1100,0.704109589041096,0.0108,"Under"
"469",24,1305.95,1400,0.232876712328767,0.0125,"Under"
"470",305,1475.95,1200,0.241095890410959,0.0111,"Under"
"471",0.4375,1322.36,1995,0.315068493150685,0.0124,"Under"
"472",142.5,1387.67,1400,0.832876712328767,0.0117,"Under"
"473",341.75,1427.47,1150,0.66027397260274,0.0114,"Under"
"474",384,1399.42,1025,0.202739726027397,0.0116,"Under"
"475",92.375,1452.56,1500,0.619178082191781,0.0114,"Under"
"476",183.25,1467.63,1325,0.282191780821918,0.0111,"Under"
"477",257.375,1421.22,1175,0.123287671232877,0.0115,"Under"
"478",17.75,1475.62,1525,0.10958904109589,0.0112,"Over"
"479",170.5,1492.25,1400,0.526027397260274,0.0111,"Under"
"480",558.625,1429.86,900,0.646575342465753,0.0114,"Under"
"481",135.75,1456.95,1425,0.520547945205479,0.0112,"Under"
"482",190.625,1452.43,1275,0.136986301369863,0.0112,"Under"
"483",255.875,1469.44,1225,0.0876712328767123,0.0111,"Under"
"484",221.625,1505.97,1400,0.704109589041096,0.0108,"Under"
"485",158.5,1380.2,1300,0.512328767123288,0.0119,"Under"
"486",4,1340.93,1550,0.254794520547945,0.0122,"Over"
"487",114.5,1401.69,1450,0.772602739726027,0.0116,"Under"
"488",154,1480.19,1350,0.156164383561644,0.0111,"Under"
"489",97,1359.15,1300,0.0876712328767123,0.0119,"Under"
"490",202,1457.6,1350,0.684931506849315,0.0111,"Under"
"491",210.875,1510.49,1350,0.416438356164384,0.0109,"Under"
"492",120,1373.86,1400,0.567123287671233,0.0119,"Under"
"493",38,1419.89,1440,0.136986301369863,0.0116,"Over"
"494",113,1438.7,1400,0.372602739726027,0.0115,"Under"
"495",1.03125,1374.17,1800,0.424657534246575,0.0119,"Over"
"496",58.5,1498.58,1500,0.136986301369863,0.0109,"Under"
"497",1.5,1508.31,1800,0.312328767123288,0.0109,"Over"
"498",206.625,1408.99,1225,0.194520547945205,0.0116,"Under"
"499",17,1378.02,1550,0.30958904109589,0.0118,"Over"
"500",95.5,1438.1,1425,0.375342465753425,0.0115,"Under"
"501",354.375,1424.37,1075,0.117808219178082,0.0114,"Under"
"502",125,1447.8,1450,0.583561643835616,0.0113,"Under"
"503",67,1324.97,1350,0.282191780821918,0.0124,"Under"
"504",100.5,1455.14,1375,0.0876712328767123,0.0111,"Under"
"505",6,1480.87,1800,0.504109589041096,0.0111,"Over"
"506",231,1465.15,1250,0.175342465753425,0.0111,"Under"
"507",439.25,1452.18,1050,0.484931506849315,0.0112,"Under"
"508",46,1408.99,1435,0.194520547945205,0.0116,"Under"
"509",168.5,1516.35,1375,0.194520547945205,0.0108,"Under"
"510",0.875,1402.03,1800,0.435616438356164,0.0117,"Over"
"511",58.5,1401.69,1400,0.197260273972603,0.0116,"Under"
"512",132.5,1394.46,1350,0.627397260273973,0.0116,"Under"
"513",2,1402.03,1600,0.186301369863014,0.0117,"Over"
"514",20.75,1349.97,1400,0.0876712328767123,0.0121,"Under"
"515",82,1527.46,1500,0.156164383561644,0.0106,"Under"
"516",196.625,1356.56,1275,0.673972602739726,0.012,"Under"
"517",65.5,1383.62,1350,0.0904109589041096,0.0117,"Under"
"518",139.75,1419.89,1450,0.884931506849315,0.0116,"Under"
"519",84,1416.83,1375,0.178082191780822,0.0114,"Under"
"520",286.125,1432.25,1150,0.104109589041096,0.0113,"Under"
"521",6.875,1400.72,1525,0.147945205479452,0.0117,"Over"
"522",244.25,1461.67,1250,0.273972602739726,0.0112,"Under"
"523",193.875,1495.57,1325,0.158904109589041,0.011,"Under"
"524",7.5,1514.09,1700,0.301369863013699,0.0109,"Over"
"525",376.875,1402.05,1050,0.336986301369863,0.0116,"Under"
"526",62,1410.03,1450,0.394520547945205,0.0115,"Over"
"527",161,1498.58,1350,0.136986301369863,0.0109,"Under"
"528",64,1401.44,1380,0.167123287671233,0.0116,"Under"
"529",88,1487.37,1475,0.2,0.011,"Under"
"530",114.75,1508.31,1500,0.561643835616438,0.0109,"Under"
"531",50.5,1480.87,1650,0.753424657534247,0.0111,"Over"
"532",59,1482.8,1450,0.106849315068493,0.0111,"Over"
"533",88.875,1432.19,1375,0.10958904109589,0.0114,"Under"
"534",22.75,1411.71,1500,0.180821917808219,0.0115,"Under"
"535",252.25,1480.88,1350,0.931506849315068,0.0111,"Under"
"536",471.5,1455.14,1050,0.912328767123288,0.0111,"Under"
"537",3.5,1420.96,1550,0.0986301369863014,0.0115,"Over"
"538",15.375,1438.1,1500,0.126027397260274,0.0115,"Over"
"539",46.375,1374.62,1400,0.167123287671233,0.0119,"Under"
"540",83,1455.22,1500,0.454794520547945,0.0111,"Under"
"541",226.125,1348.05,1150,0.301369863013699,0.012,"Under"
"542",266.25,1429.4,1200,0.375342465753425,0.0114,"Under"
"543",95,1379.19,1350,0.295890410958904,0.0118,"Under"
"544",127.625,1500.59,1400,0.106849315068493,0.0109,"Under"
"545",247.125,1489.26,1300,0.512328767123288,0.0111,"Under"
"546",107.625,1399.42,1500,0.950684931506849,0.0116,"Under"
"547",139.375,1465.81,1350,0.0986301369863014,0.0113,"Under"
"548",13,1455.9,1500,0.0849315068493151,0.0111,"Over"
"549",310.25,1401.53,1125,0.397260273972603,0.0116,"Under"
"550",271.75,1456.63,1200,0.167123287671233,0.0111,"Under"
"551",373.125,1426.69,1100,0.616438356164384,0.0115,"Under"
"552",40.875,1455.31,1475,0.147945205479452,0.0112,"Over"
"553",246.125,1491.72,1350,0.827397260273973,0.0111,"Under"
"554",126,1356.56,1325,0.175342465753425,0.012,"Under"
"555",16,1347.35,1600,0.567123287671233,0.0121,"Over"
"556",27.25,1312.15,1400,0.252054794520548,0.0125,"Over"
"557",141.5,1446.29,1375,0.375342465753425,0.0113,"Under"
"558",26,1508.31,1700,0.561643835616438,0.0109,"Over"
"559",305.625,1399.42,1100,0.126027397260274,0.0116,"Under"
"560",24.5,1466.04,1800,0.835616438356164,0.0111,"Over"
"561",397.875,1320.28,950,0.463013698630137,0.012,"Under"
"562",78.5,1440.51,1425,0.178082191780822,0.0113,"Under"
"563",348.75,1424.24,1150,0.857534246575342,0.0114,"Under"
"564",35,1478.9,1525,0.194520547945205,0.0112,"Over"
"565",632.875,1516.35,900,0.443835616438356,0.0108,"Under"
"566",404.75,1469.54,1100,0.454794520547945,0.0112,"Under"
"567",11.5,1447.8,1650,0.334246575342466,0.0113,"Over"
"568",15.75,1467.63,1550,0.10958904109589,0.0111,"Under"
"569",514.375,1401.69,900,0.273972602739726,0.0116,"Under"
"570",135.625,1457.6,1500,0.934246575342466,0.0111,"Under"
"571",12.25,1416.83,1475,0.101369863013699,0.0114,"Over"
"572",50.375,1409.57,1500,0.36986301369863,0.0116,"Under"
"573",166.875,1486,1350,0.243835616438356,0.011,"Under"
"574",11.625,1408.99,1750,0.693150684931507,0.0116,"Over"
"575",433.375,1523.86,1150,0.723287671232877,0.0106,"Under"
"576",79.125,1455.9,1420,0.161643835616438,0.0111,"Under"
"577",197.25,1401.44,1225,0.167123287671233,0.0116,"Under"
"578",145.25,1469.44,1475,0.758904109589041,0.0111,"Under"
"579",248,1342.13,1100,0.0849315068493151,0.0122,"Under"
"580",210.875,1460.99,1350,0.641095890410959,0.0112,"Under"
"581",65.5,1493.87,1450,0.164383561643836,0.0109,"Over"
"582",76,1322.74,1300,0.167123287671233,0.0124,"Under"
"583",161,1444.51,1300,0.0904109589041096,0.0114,"Under"
"584",12.5,1389.81,1450,0.0849315068493151,0.0118,"Over"
"585",58,1389.81,1350,0.0849315068493151,0.0118,"Over"
"586",302,1527.35,1250,0.484931506849315,0.0106,"Under"
"587",61,1499.48,1600,0.56986301369863,0.011,"Over"
"588",44,1445.57,1465,0.158904109589041,0.0112,"Under"
"589",148,1360.69,1250,0.315068493150685,0.0119,"Under"
"590",45,1446,1450,0.0904109589041096,0.0113,"Under"
"591",58,1478.73,1475,0.178082191780822,0.011,"Over"
"592",60.75,1426.69,1400,0.117808219178082,0.0115,"Under"
"593",364.125,1427.47,1075,0.161643835616438,0.0114,"Under"
"594",41,1459.9,1500,0.241095890410959,0.0113,"Over"
"595",416.375,1494.73,1150,0.701369863013699,0.0109,"Under"
"596",2.75,1373.86,1575,0.145205479452055,0.0119,"Over"
"597",290.25,1444.51,1175,0.243835616438356,0.0114,"Under"
"598",14.25,1491.72,1650,0.328767123287671,0.0111,"Over"
"599",7.625,1383.05,1510,0.104109589041096,0.0118,"Under"
"600",7.5,1349.97,1500,0.164383561643836,0.0121,"Over"
"601",326.125,1458.47,1150,0.254794520547945,0.0111,"Under"
"602",4,1398.13,1550,0.145205479452055,0.0117,"Over"
"603",239.625,1402.05,1200,0.336986301369863,0.0116,"Under"
"604",30,1427.47,1500,0.161643835616438,0.0114,"Under"
"605",300.5,1305.95,1050,0.482191780821918,0.0125,"Under"
"606",244.75,1341.93,1100,0.142465753424658,0.0122,"Under"
"607",1.375,1322.74,1600,0.243835616438356,0.0124,"Over"
"608",368.25,1342.62,995,0.320547945205479,0.0122,"Under"
"609",76.875,1387.67,1400,0.334246575342466,0.0117,"Under"
"610",118,1449.05,1475,0.734246575342466,0.0114,"Under"
"611",135,1477.26,1400,0.29041095890411,0.011,"Under"
"612",160.125,1498.58,1425,0.463013698630137,0.0109,"Under"
"613",121.125,1343.55,1250,0.197260273972603,0.0122,"Under"
"614",264.875,1360.69,1125,0.315068493150685,0.0119,"Under"
"615",73,1507.73,1500,0.145205479452055,0.0108,"Under"
"616",105.25,1470.54,1425,0.257534246575342,0.0111,"Under"
"617",176,1459.9,1350,0.49041095890411,0.0113,"Under"
"618",43.375,1355.62,1355,0.106849315068493,0.012,"Under"
"619",245.875,1446.23,1250,0.449315068493151,0.0114,"Under"
"620",221.5,1391.28,1200,0.282191780821918,0.0117,"Under"
"621",0.75,1445.57,1650,0.158904109589041,0.0112,"Over"
"622",254.875,1492.92,1250,0.180821917808219,0.011,"Under"
"623",206.25,1388.76,1200,0.158904109589041,0.0118,"Under"
"624",168.375,1452.43,1300,0.136986301369863,0.0112,"Under"
"625",42.5,1412.14,1430,0.106849315068493,0.0116,"Under"
"626",212.375,1348.97,1250,0.8,0.0121,"Under"
"627",207,1492.92,1300,0.104109589041096,0.011,"Under"
"628",92.5,1466.04,1600,0.835616438356164,0.0111,"Under"
"629",204.375,1409.12,1250,0.372602739726027,0.0115,"Under"
"630",263.125,1409.28,1250,0.873972602739726,0.0115,"Under"
"631",254.375,1465.15,1225,0.175342465753425,0.0111,"Under"
"632",84.125,1401.69,1450,0.523287671232877,0.0116,"Under"
"633",150.125,1448.81,1400,0.542465753424658,0.0113,"Under"
"634",232.75,1467.17,1250,0.180821917808219,0.0111,"Under"
"635",69,1422.45,1500,0.547945205479452,0.0115,"Under"
"636",8.25,1409.28,1500,0.126027397260274,0.0115,"Over"
"637",151.5,1469.54,1350,0.205479452054795,0.0112,"Under"
"638",68.75,1351.46,1425,0.526027397260274,0.0121,"Under"
"639",290.625,1495.57,1250,0.408219178082192,0.011,"Under"
"640",32,1398.56,1700,0.887671232876712,0.0116,"Over"
"641",51.5,1389.94,1450,0.33972602739726,0.0117,"Under"
"642",182.5,1387.67,1250,0.334246575342466,0.0117,"Under"
"643",213.625,1424.97,1225,0.120547945205479,0.0114,"Under"
"644",369.875,1452.18,1125,0.484931506849315,0.0112,"Under"
"645",1.75,1434.32,1800,0.449315068493151,0.0114,"Over"
"646",50,1366.7,1355,0.104109589041096,0.0119,"Under"
"647",34,1409.17,1425,0.117808219178082,0.0115,"Over"
"648",210.25,1468.25,1350,0.627397260273973,0.0111,"Under"
"649",336.625,1429.86,1150,0.646575342465753,0.0114,"Under"
"650",477.5,1527.35,1100,0.734246575342466,0.0106,"Under"
"651",116.125,1379.58,1350,0.386301369863014,0.0119,"Under"
"652",220.25,1465.81,1300,0.501369863013699,0.0113,"Under"
"653",7,1365.98,1490,0.0986301369863014,0.012,"Under"
"654",31.75,1347.35,1450,0.317808219178082,0.0121,"Under"
"655",210.5,1355.62,1150,0.106849315068493,0.012,"Under"
"656",134,1464.46,1375,0.252054794520548,0.0111,"Under"
"657",229.25,1484.91,1350,0.756164383561644,0.0111,"Under"
"658",147,1467.63,1425,0.531506849315069,0.0111,"Under"
"659",51,1478.9,1485,0.194520547945205,0.0112,"Over"
"660",166,1365.98,1225,0.0986301369863014,0.012,"Under"
"661",16.875,1407.81,1525,0.178082191780822,0.0116,"Under"
"662",50,1478.9,1480,0.194520547945205,0.0112,"Over"
"663",41.75,1372.32,1450,0.331506849315069,0.0119,"Under"
"664",435,1415.1,1025,0.621917808219178,0.0115,"Under"
"665",31,1471.84,1480,0.0986301369863014,0.0112,"Over"
"666",377.375,1333.36,975,0.30958904109589,0.0122,"Under"
"667",18,1444.51,1485,0.0904109589041096,0.0114,"Over"
"668",206.625,1420.6,1250,0.295890410958904,0.0115,"Under"
"669",17,1402.11,1700,0.698630136986301,0.0116,"Over"
"670",30,1508.52,1800,0.717808219178082,0.0107,"Over"
"671",232.75,1467.17,1250,0.180821917808219,0.0111,"Under"
"672",427.375,1507.08,1100,0.279452054794521,0.0109,"Under"
"673",80,1495.57,1525,0.408219178082192,0.011,"Under"
"674",172.375,1424.24,1300,0.358904109589041,0.0114,"Under"
"675",32.125,1439.03,1475,0.147945205479452,0.0115,"Over"
"676",191.5,1480.19,1300,0.156164383561644,0.0111,"Under"
"677",3.5,1388.76,1550,0.158904109589041,0.0118,"Over"
"678",0.375,1312.15,1525,0.0986301369863014,0.0125,"Over"
"679",290,1343.55,1100,0.523287671232877,0.0122,"Under"
"680",276.125,1477.26,1225,0.29041095890411,0.011,"Under"
"681",421.625,1374.17,995,0.673972602739726,0.0119,"Under"
"682",3.5,1459.9,1600,0.164383561643836,0.0113,"Over"
"683",64.25,1429.4,1400,0.126027397260274,0.0114,"Under"
"684",374.5,1346.09,995,0.328767123287671,0.012,"Under"
"685",31,1400.14,1420,0.101369863013699,0.0117,"Over"
"686",29,1484.91,1650,0.506849315068493,0.0111,"Over"
"687",272.75,1505.97,1250,0.128767123287671,0.0108,"Under"
"688",165.625,1444.51,1300,0.167123287671233,0.0114,"Under"
"689",27.125,1492.92,1650,0.43013698630137,0.011,"Over"
"690",329.375,1452.56,1150,0.36986301369863,0.0114,"Under"
"691",98.25,1409.12,1450,0.621917808219178,0.0115,"Under"
"692",37.375,1446.23,1490,0.2,0.0114,"Over"
"693",99.75,1432.25,1350,0.104109589041096,0.0113,"Under"
"694",54,1464.46,1490,0.252054794520548,0.0111,"Over"
"695",232.875,1502.51,1300,0.273972602739726,0.011,"Under"
"696",237.125,1359.15,1150,0.26027397260274,0.0119,"Under"
"697",23,1458.47,1550,0.254794520547945,0.0111,"Over"
"698",437.75,1348.97,950,0.550684931506849,0.0121,"Under"
"699",133,1401.53,1425,0.646575342465753,0.0116,"Under"
"700",26.25,1333.36,1450,0.30958904109589,0.0122,"Over"
"701",401.375,1527.46,1150,0.232876712328767,0.0106,"Under"
"702",554.5,1441.72,900,0.356164383561644,0.0112,"Under"
"703",119.5,1364.59,1275,0.104109589041096,0.012,"Under"
"704",204.25,1395.78,1250,0.397260273972603,0.0117,"Under"
"705",193.625,1481.96,1300,0.0849315068493151,0.0111,"Under"
"706",174.375,1341.93,1200,0.295890410958904,0.0122,"Under"
"707",388,1494.5,1125,0.271232876712329,0.011,"Under"
"708",142.125,1501.34,1450,0.446575342465753,0.0109,"Under"
"709",178,1424.17,1300,0.358904109589041,0.0115,"Under"
"710",292.25,1360.16,1100,0.386301369863014,0.0119,"Under"
"711",41,1520.77,1550,0.213698630136986,0.0108,"Over"
"712",75.625,1467.17,1425,0.104109589041096,0.0111,"Under"
"713",158.75,1420.96,1325,0.347945205479452,0.0115,"Under"
"714",6.25,1359.99,1550,0.257534246575342,0.012,"Over"
"715",136,1264.74,1300,0.986301369863014,0.0129,"Under"
"716",33,1402.05,1415,0.0876712328767123,0.0116,"Under"
"717",3,1351.26,1500,0.0904109589041096,0.0121,"Under"
"718",170.75,1399.42,1300,0.452054794520548,0.0116,"Under"
"719",395.625,1491.56,1100,0.0904109589041096,0.0111,"Under"
"720",47,1508.52,1550,0.219178082191781,0.0107,"Under"
"721",95.75,1349.97,1350,0.413698630136986,0.0121,"Under"
"722",279.25,1458.47,1200,0.254794520547945,0.0111,"Under"
"723",334.875,1398.56,1150,0.887671232876712,0.0116,"Under"
"724",116.5,1400.14,1350,0.350684931506849,0.0117,"Under"
"725",149,1432.63,1400,0.616438356164384,0.0114,"Under"
"726",387.875,1404.09,1025,0.142465753424658,0.0115,"Under"
"727",27.375,1496.07,1700,0.580821917808219,0.011,"Over"
"728",283.875,1466.04,1250,0.586301369863014,0.0111,"Under"
"729",38,1484.43,1480,0.0876712328767123,0.0111,"Over"
"730",28,1351.26,1425,0.186301369863014,0.0121,"Under"
"731",90,1264.74,1400,0.986301369863014,0.0129,"Under"
"732",33.625,1315.23,1575,0.789041095890411,0.0124,"Under"
"733",443.625,1440.51,1050,0.676712328767123,0.0113,"Under"
"734",9.5,1383.62,1550,0.263013698630137,0.0117,"Over"
"735",253.125,1440.51,1200,0.101369863013699,0.0113,"Under"
"736",114.375,1403.45,1300,0.120547945205479,0.0116,"Under"
"737",221.75,1376.54,1250,0.778082191780822,0.0119,"Under"
"738",86.875,1444.51,1375,0.0904109589041096,0.0114,"Under"
"739",54,1493.74,1575,0.413698630136986,0.011,"Over"
"740",12,1264.74,1625,0.736986301369863,0.0129,"Over"
"741",40,1322.36,1475,0.564383561643836,0.0124,"Under"
"742",6.75,1322.74,1475,0.167123287671233,0.0124,"Over"
"743",246.5,1395.78,1200,0.397260273972603,0.0117,"Under"
"744",147.125,1387.67,1250,0.0849315068493151,0.0117,"Under"
"745",17,1336.09,1425,0.145205479452055,0.0122,"Under"
"746",289.125,1380.2,1100,0.10958904109589,0.0119,"Under"
"747",51.75,1424.97,1410,0.120547945205479,0.0114,"Over"
"748",102.375,1427.21,1350,0.145205479452055,0.0116,"Under"
"749",82.875,1424.37,1365,0.117808219178082,0.0114,"Under"
"750",25,1438.1,1475,0.126027397260274,0.0115,"Over"
"751",170.75,1469.44,1325,0.183561643835616,0.0111,"Under"
"752",46.625,1467.63,1475,0.10958904109589,0.0111,"Under"
"753",38.75,1477.44,1600,0.394520547945205,0.011,"Over"
"754",2,1329.78,1500,0.101369863013699,0.0123,"Under"
"755",46.25,1374.62,1475,0.416438356164384,0.0119,"Under"
"756",270.25,1379.19,1200,0.794520547945205,0.0118,"Under"
"757",140.125,1430.83,1350,0.378082191780822,0.0115,"Under"
"758",489.5,1457.6,995,0.435616438356164,0.0111,"Under"
"759",146.375,1498.13,1375,0.164383561643836,0.011,"Under"
"760",79.5,1493.87,1475,0.241095890410959,0.0109,"Under"
"761",33.375,1447.8,1500,0.161643835616438,0.0113,"Under"
"762",44.25,1407.81,1450,0.178082191780822,0.0116,"Under"
"763",82,1429.4,1400,0.221917808219178,0.0114,"Under"
"764",23,1432.63,1600,0.367123287671233,0.0114,"Over"
"765",539.625,1424.17,900,0.358904109589041,0.0115,"Under"
"766",38,1489.26,1525,0.186301369863014,0.0111,"Over"
"767",6,1346.09,1600,0.328767123287671,0.012,"Over"
"768",198.375,1517.68,1350,0.293150684931507,0.0109,"Under"
"769",54.75,1436.51,1425,0.136986301369863,0.0114,"Under"
"770",154.625,1391.28,1375,0.780821917808219,0.0117,"Under"
"771",140.5,1420.96,1350,0.347945205479452,0.0115,"Under"
"772",127,1441.72,1325,0.106849315068493,0.0112,"Under"
"773",176.5,1468.25,1350,0.378082191780822,0.0111,"Under"
"774",141.5,1467.17,1400,0.180821917808219,0.0111,"Under"
"775",154.125,1315.19,1200,0.221917808219178,0.0124,"Under"
"776",358.5,1440.51,1150,0.676712328767123,0.0113,"Under"
"777",23.75,1312.15,1350,0.0986301369863014,0.0125,"Under"
"778",273.875,1516.35,1250,0.117808219178082,0.0108,"Under"
"779",60,1395.07,1370,0.0986301369863014,0.0116,"Under"
"780",269.75,1451.34,1200,0.238356164383562,0.0114,"Under"
"781",355,1430.83,1100,0.378082191780822,0.0115,"Under"
"782",133,1457.84,1350,0.106849315068493,0.0112,"Under"
"783",56.5,1455.9,1450,0.161643835616438,0.0111,"Under"
"784",53,1402.11,1400,0.123287671232877,0.0116,"Under"
"785",10,1274.86,1450,0.235616438356164,0.0128,"Under"
"786",108.875,1411.71,1375,0.353424657534247,0.0115,"Under"
"787",110.875,1340.93,1325,0.504109589041096,0.0122,"Under"
"788",16.125,1352.17,1425,0.145205479452055,0.012,"Over"
"789",40.5,1409.12,1420,0.123287671232877,0.0115,"Under"
"790",1.0625,1484.43,1625,0.0876712328767123,0.0111,"Over"
"791",5.875,1366.42,1700,0.547945205479452,0.0119,"Over"
"792",89,1487.92,1550,0.465753424657534,0.0109,"Under"
"793",12,1305.95,1450,0.232876712328767,0.0125,"Over"
